title,description,skills_text,education_requirement,responsibilities
Data Engineer,Data Engineer responsible for write unit tests and monitor system performance.,"Python, TensorFlow, C++, Pandas, AWS, Azure, Java, React",Master's in Data Science,"Manage CI/CD pipelines, Secure cloud environments, Monitor system performance, Implement APIs, Collaborate with stakeholders"
Software Engineer,Software Engineer responsible for conduct data analysis and monitor system performance.,"Spring Boot, C++, React, SQL, NoSQL, Azure",Bachelor's in Information Technology,"Develop microservices, Monitor system performance, Conduct data analysis, Secure cloud environments"
Cybersecurity Analyst,Cybersecurity Analyst responsible for manage ci/cd pipelines and manage ci/cd pipelines.,"GraphQL, CI/CD, NumPy, NoSQL, AWS, Node.js",Bachelor's in Software Engineering,"Collaborate with stakeholders, Design scalable systems, Automate workflows, Manage CI/CD pipelines"
Frontend Developer,Frontend Developer responsible for implement apis and develop microservices.,"C++, Node.js, GCP, Azure, Spring Boot",Bachelor's in Software Engineering,"Monitor system performance, Secure cloud environments, Implement APIs, Conduct data analysis"
Backend Developer,Backend Developer responsible for write unit tests and manage ci/cd pipelines.,"GCP, Java, Python, C++, REST APIs, GraphQL, TensorFlow, JavaScript",Bachelor's in Information Technology,"Secure cloud environments, Design scalable systems, Automate workflows, Monitor system performance"
AI/ML Engineer,AI/ML Engineer responsible for conduct data analysis and automate workflows.,"GraphQL, GCP, AWS, Kubernetes, CI/CD, Pandas, SQL, Node.js",Master's in Data Science,"Manage CI/CD pipelines, Automate workflows, Collaborate with stakeholders, Secure cloud environments"
AI/ML Engineer,AI/ML Engineer responsible for collaborate with stakeholders and collaborate with stakeholders.,"Java, REST APIs, Docker, Azure, C++, Kubernetes, Python, CI/CD",Master's in Data Science,"Automate workflows, Develop microservices, Secure cloud environments"
Mobile App Developer,Mobile App Developer responsible for design scalable systems and monitor system performance.,"Docker, Python, GCP, React, CI/CD, C++",Bachelor's in Computer Science,"Collaborate with stakeholders, Automate workflows, Secure cloud environments, Develop microservices"
Cybersecurity Analyst,Cybersecurity Analyst responsible for automate workflows and collaborate with stakeholders.,"JavaScript, SQL, Pandas, TensorFlow, Azure, CI/CD",Bachelor's in Software Engineering,"Develop microservices, Write unit tests, Automate workflows, Monitor system performance"
Data Analyst,Data Analyst responsible for manage ci/cd pipelines and monitor system performance.,"Java, GraphQL, Kubernetes, TensorFlow, GCP, REST APIs",Bachelor's in Information Technology,"Monitor system performance, Write unit tests, Conduct data analysis, Automate workflows, Design scalable systems"
DevOps Engineer,DevOps Engineer responsible for collaborate with stakeholders and implement apis.,"GraphQL, TensorFlow, GCP, CI/CD, SQL, NoSQL, NumPy",Bachelor's in Information Technology,"Develop microservices, Secure cloud environments, Write unit tests"
Data Analyst,Data Analyst responsible for manage ci/cd pipelines and manage ci/cd pipelines.,"JavaScript, CI/CD, Java, GraphQL, AWS, TensorFlow, Azure",Master's in Data Science,"Automate workflows, Manage CI/CD pipelines, Write unit tests, Secure cloud environments, Monitor system performance"
AI/ML Engineer,AI/ML Engineer responsible for monitor system performance and conduct data analysis.,"GraphQL, Pandas, React, Spring Boot, Kubernetes, Python",Bachelor's in Cybersecurity,"Write unit tests, Develop microservices, Manage CI/CD pipelines, Design scalable systems"
Data Analyst,Data Analyst responsible for manage ci/cd pipelines and collaborate with stakeholders.,"Node.js, Python, JavaScript, Java, AWS",Bachelor's in Software Engineering,"Manage CI/CD pipelines, Conduct data analysis, Monitor system performance"
Cybersecurity Analyst,Cybersecurity Analyst responsible for collaborate with stakeholders and manage ci/cd pipelines.,"GraphQL, C++, JavaScript, Spring Boot, Java, REST APIs, Pandas",Bachelor's in Information Technology,"Conduct data analysis, Write unit tests, Implement APIs"
Cybersecurity Analyst,Cybersecurity Analyst responsible for design scalable systems and secure cloud environments.,"React, CI/CD, Azure, GCP, AWS",Bachelor's in Software Engineering,"Secure cloud environments, Collaborate with stakeholders, Monitor system performance"
Cloud Architect,Cloud Architect responsible for automate workflows and develop microservices.,"Spring Boot, C++, React, Node.js, TensorFlow, GraphQL, GCP",Bachelor's in Computer Science,"Design scalable systems, Monitor system performance, Implement APIs, Write unit tests"
Software Engineer,Software Engineer responsible for secure cloud environments and conduct data analysis.,"Kubernetes, C++, AWS, GCP, Node.js, JavaScript",Master's in Data Science,"Manage CI/CD pipelines, Automate workflows, Collaborate with stakeholders, Design scalable systems, Monitor system performance"
Software Engineer,Software Engineer responsible for manage ci/cd pipelines and implement apis.,"React, JavaScript, Pandas, Node.js, TensorFlow, Azure, NumPy, Kubernetes",Bachelor's in Information Technology,"Write unit tests, Monitor system performance, Automate workflows"
AI/ML Engineer,AI/ML Engineer responsible for implement apis and collaborate with stakeholders.,"Spring Boot, SQL, NoSQL, C++, GCP",Bachelor's in Computer Science,"Conduct data analysis, Monitor system performance, Implement APIs, Manage CI/CD pipelines, Automate workflows"
Cloud Architect,Cloud Architect responsible for design scalable systems and design scalable systems.,"REST APIs, SQL, Docker, Python, Spring Boot, JavaScript, TensorFlow",Bachelor's in Software Engineering,"Automate workflows, Design scalable systems, Develop microservices, Write unit tests, Monitor system performance"
Frontend Developer,Frontend Developer responsible for implement apis and implement apis.,"C++, Azure, React, Python, Kubernetes",Bachelor's in Cybersecurity,"Manage CI/CD pipelines, Implement APIs, Monitor system performance, Conduct data analysis, Design scalable systems"
Backend Developer,Backend Developer responsible for develop microservices and implement apis.,"C++, REST APIs, NumPy, TensorFlow, Kubernetes",Bachelor's in Cybersecurity,"Develop microservices, Collaborate with stakeholders, Automate workflows"
AI/ML Engineer,AI/ML Engineer responsible for secure cloud environments and implement apis.,"Spring Boot, C++, SQL, CI/CD, React, NumPy, Docker",Bachelor's in Computer Science,"Conduct data analysis, Secure cloud environments, Design scalable systems"
DevOps Engineer,DevOps Engineer responsible for automate workflows and manage ci/cd pipelines.,"GraphQL, React, CI/CD, Azure, SQL",Bachelor's in Software Engineering,"Write unit tests, Secure cloud environments, Develop microservices, Conduct data analysis, Monitor system performance"
DevOps Engineer,DevOps Engineer responsible for develop microservices and conduct data analysis.,"Kubernetes, AWS, NoSQL, NumPy, Node.js, CI/CD",Bachelor's in Cybersecurity,"Develop microservices, Conduct data analysis, Collaborate with stakeholders, Write unit tests, Design scalable systems"
Data Analyst,Data Analyst responsible for collaborate with stakeholders and implement apis.,"REST APIs, Pandas, Python, JavaScript, Azure, GraphQL",Master's in Data Science,"Conduct data analysis, Collaborate with stakeholders, Monitor system performance, Write unit tests"
Data Analyst,Data Analyst responsible for monitor system performance and secure cloud environments.,"Pandas, GCP, TensorFlow, Azure, C++, GraphQL, JavaScript, CI/CD",Bachelor's in Computer Science,"Develop microservices, Manage CI/CD pipelines, Monitor system performance"
Frontend Developer,Frontend Developer responsible for develop microservices and secure cloud environments.,"Kubernetes, Node.js, Azure, Spring Boot, GCP, NoSQL, SQL",Bachelor's in Software Engineering,"Automate workflows, Develop microservices, Collaborate with stakeholders, Monitor system performance"
AI/ML Engineer,AI/ML Engineer responsible for manage ci/cd pipelines and design scalable systems.,"CI/CD, Azure, Spring Boot, AWS, SQL, GraphQL, REST APIs",Bachelor's in Information Technology,"Collaborate with stakeholders, Automate workflows, Secure cloud environments, Write unit tests"
Frontend Developer,Frontend Developer responsible for conduct data analysis and secure cloud environments.,"C++, GCP, Docker, Node.js, SQL",Bachelor's in Cybersecurity,"Design scalable systems, Collaborate with stakeholders, Develop microservices, Implement APIs, Monitor system performance"
Data Engineer,Data Engineer responsible for conduct data analysis and monitor system performance.,"React, JavaScript, TensorFlow, Python, AWS, Docker",Bachelor's in Cybersecurity,"Collaborate with stakeholders, Monitor system performance, Secure cloud environments"
Mobile App Developer,Mobile App Developer responsible for collaborate with stakeholders and write unit tests.,"Node.js, Python, Docker, Java, C++",Bachelor's in Computer Science,"Collaborate with stakeholders, Monitor system performance, Write unit tests, Design scalable systems"
AI/ML Engineer,AI/ML Engineer responsible for automate workflows and develop microservices.,"React, Python, Kubernetes, Spring Boot, TensorFlow",Bachelor's in Computer Science,"Develop microservices, Monitor system performance, Conduct data analysis, Write unit tests, Secure cloud environments"
Software Engineer,Software Engineer responsible for conduct data analysis and collaborate with stakeholders.,"Docker, NumPy, GCP, JavaScript, Azure, REST APIs, CI/CD",Bachelor's in Computer Science,"Automate workflows, Develop microservices, Implement APIs, Design scalable systems"
Cloud Architect,Cloud Architect responsible for monitor system performance and develop microservices.,"AWS, Node.js, SQL, Spring Boot, Kubernetes, NumPy, NoSQL",Bachelor's in Cybersecurity,"Collaborate with stakeholders, Write unit tests, Implement APIs, Secure cloud environments"
Cloud Architect,Cloud Architect responsible for monitor system performance and develop microservices.,"NumPy, Azure, C++, Kubernetes, GraphQL, TensorFlow, Python",Bachelor's in Cybersecurity,"Conduct data analysis, Write unit tests, Implement APIs, Secure cloud environments, Monitor system performance"
DevOps Engineer,DevOps Engineer responsible for implement apis and design scalable systems.,"GCP, TensorFlow, Node.js, Azure, JavaScript, Pandas, CI/CD",Bachelor's in Information Technology,"Write unit tests, Implement APIs, Manage CI/CD pipelines, Conduct data analysis"
Mobile App Developer,Mobile App Developer responsible for design scalable systems and develop microservices.,"REST APIs, CI/CD, Azure, Node.js, Docker, JavaScript",Master's in Data Science,"Automate workflows, Secure cloud environments, Implement APIs, Write unit tests, Conduct data analysis"
Data Engineer,Data Engineer responsible for write unit tests and collaborate with stakeholders.,"JavaScript, GraphQL, SQL, NumPy, Spring Boot, Docker, C++",Bachelor's in Information Technology,"Design scalable systems, Manage CI/CD pipelines, Conduct data analysis, Monitor system performance"
